Entity,Code,Year,Patent applications per million people
Albania,ALB,2011,1.0342474
Albania,ALB,2014,3.467286
Albania,ALB,2015,4.8569255
Albania,ALB,2016,6.9418797
Albania,ALB,2017,5.5567884
Albania,ALB,2018,5.21373
Albania,ALB,2019,1.3918451
Algeria,DZA,2000,1.0398177
Algeria,DZA,2001,1.6345638
Algeria,DZA,2002,1.3596967
Algeria,DZA,2003,0.9358657
Algeria,DZA,2004,1.7840563
Algeria,DZA,2005,1.7902284
Algeria,DZA,2006,1.7347049
Algeria,DZA,2007,2.4717634
Algeria,DZA,2010,2.1195688
Algeria,DZA,2011,2.5722735
Algeria,DZA,2012,3.1937249
Algeria,DZA,2013,3.1052117
Algeria,DZA,2014,2.4251702
Algeria,DZA,2015,2.250706
Algeria,DZA,2016,2.6277087
Algeria,DZA,2017,3.6220832
Algeria,DZA,2018,3.625348
Algeria,DZA,2019,2.646037
Algeria,DZA,2020,3.7512944
Andorra,AND,2018,13.3272915
Andorra,AND,2019,39.28707
Andorra,AND,2020,38.598614
Angola,AGO,2018,0.19185549
Angola,AGO,2019,0.06181694
Angola,AGO,2020,2.5427413
Antigua and Barbuda,ATG,2018,54.558945
Argentina,ARG,2000,28.647905
Argentina,ARG,2001,18.436258
Argentina,ARG,2002,18.95208
Argentina,ARG,2003,20.690647
Argentina,ARG,2004,20.326468
Argentina,ARG,2005,26.976871
Argentina,ARG,2006,25.837923
Argentina,ARG,2007,23.497774
Argentina,ARG,2008,19.888876
Argentina,ARG,2009,15.730866
Argentina,ARG,2010,13.430616
Argentina,ARG,2011,16.570034
Argentina,ARG,2012,17.51987
Argentina,ARG,2013,15.1692915
Argentina,ARG,2014,11.88584
Argentina,ARG,2015,12.622216
Argentina,ARG,2016,20.243547
Argentina,ARG,2017,8.920745
Argentina,ARG,2018,9.569142
Argentina,ARG,2019,9.878085
Argentina,ARG,2020,20.650131
Armenia,ARM,2000,37.556908
Armenia,ARM,2001,44.683636
Armenia,ARM,2002,64.41141
Armenia,ARM,2003,48.96069
Armenia,ARM,2005,67.601845
Armenia,ARM,2006,63.439827
Armenia,ARM,2007,44.934128
Armenia,ARM,2008,75.75186
Armenia,ARM,2009,39.132343
Armenia,ARM,2010,46.159653
Armenia,ARM,2011,41.311253
Armenia,ARM,2012,47.007507
Armenia,ARM,2013,43.08286
Armenia,ARM,2014,41.869427
Armenia,ARM,2015,39.255222
Armenia,ARM,2016,43.617214
Armenia,ARM,2017,37.518467
Armenia,ARM,2018,35.606472
Armenia,ARM,2019,39.707806
Armenia,ARM,2020,22.45501
Aruba,ABW,2002,10.893483
Australia,AUS,2000,101.377815
Australia,AUS,2001,113.62133
Australia,AUS,2002,121.38114
Australia,AUS,2003,122.74732
Australia,AUS,2004,128.43123
Australia,AUS,2005,126.6624
Australia,AUS,2006,138.61316
Australia,AUS,2007,130.47966
Australia,AUS,2008,132.7662
Australia,AUS,2009,115.13834
Australia,AUS,2010,109.404686
Australia,AUS,2011,106.58839
Australia,AUS,2012,115.577835
Australia,AUS,2013,132.44324
Australia,AUS,2014,84.7054
Australia,AUS,2015,96.17871
Australia,AUS,2016,108.283676
Australia,AUS,2017,101.78796
Australia,AUS,2018,110.371704
Australia,AUS,2019,103.99426
Australia,AUS,2020,92.247574
Austria,AUT,2000,244.80598
Austria,AUT,2001,225.75658
Austria,AUT,2002,239.13869
Austria,AUT,2003,261.08035
Austria,AUT,2004,275.1121
Austria,AUT,2005,275.91962
Austria,AUT,2006,274.68106
Austria,AUT,2007,287.53232
Austria,AUT,2008,276.16428
Austria,AUT,2009,271.24734
Austria,AUT,2010,289.85406
Austria,AUT,2011,256.69745
Austria,AUT,2012,267.86432
Austria,AUT,2013,254.9666
Austria,AUT,2014,244.791
Austria,AUT,2015,255.13681
Austria,AUT,2016,237.85294
Austria,AUT,2017,235.63521
Austria,AUT,2018,230.6426
Austria,AUT,2019,232.65926
Austria,AUT,2020,238.44325
Azerbaijan,AZE,2001,24.510899
Azerbaijan,AZE,2002,27.949883
Azerbaijan,AZE,2003,29.06999
Azerbaijan,AZE,2004,31.556183
Azerbaijan,AZE,2005,32.46212
Azerbaijan,AZE,2006,28.071447
Azerbaijan,AZE,2007,32.325615
Azerbaijan,AZE,2008,25.111956
Azerbaijan,AZE,2009,28.948544
Azerbaijan,AZE,2010,27.497501
Azerbaijan,AZE,2011,20.621822
Azerbaijan,AZE,2012,15.180943
Azerbaijan,AZE,2013,16.22553
Azerbaijan,AZE,2014,17.245132
Azerbaijan,AZE,2015,18.654665
Azerbaijan,AZE,2016,14.434276
Azerbaijan,AZE,2017,20.255037
Azerbaijan,AZE,2018,15.267139
Azerbaijan,AZE,2019,14.365624
Azerbaijan,AZE,2020,8.7506485
Bahamas,BHS,2012,7.8519025
Bahamas,BHS,2013,2.5929575
Bahamas,BHS,2014,2.569789
Bahamas,BHS,2015,5.0928555
Bahamas,BHS,2016,7.5760255
Bahamas,BHS,2017,10.0243845
Bahrain,BHR,2011,0.82502395
Bahrain,BHR,2012,2.4490836
Bahrain,BHR,2013,2.3777764
Bahrain,BHR,2014,4.5761633
Bahrain,BHR,2015,5.8730383
Bahrain,BHR,2016,4.2563214
Bahrain,BHR,2017,5.4913225
Bahrain,BHR,2018,7.395724
Bahrain,BHR,2019,2.6770267
Bahrain,BHR,2020,4.737803
Bangladesh,BGD,2000,0.5418236
Bangladesh,BGD,2001,0.44808826
Bangladesh,BGD,2002,0.32056102
Bangladesh,BGD,2003,0.42489842
Bangladesh,BGD,2004,0.34584692
Bangladesh,BGD,2005,0.3548299
Bangladesh,BGD,2006,0.15424651
Bangladesh,BGD,2007,0.20119895
Bangladesh,BGD,2008,0.41259423
Bangladesh,BGD,2009,0.37489736
Bangladesh,BGD,2010,0.44477051
Bangladesh,BGD,2011,0.24632016
Bangladesh,BGD,2012,0.44052672
Bangladesh,BGD,2013,0.38953415
Bangladesh,BGD,2014,0.28212124
Bangladesh,BGD,2015,0.25977316
Bangladesh,BGD,2016,0.4818988
Bangladesh,BGD,2017,0.3770227
Bangladesh,BGD,2018,0.42154408
Bangladesh,BGD,2019,0.41083586
Bangladesh,BGD,2020,0.23891874
Barbados,BRB,2003,7.476384
Barbados,BRB,2007,11.051352
Barbados,BRB,2008,3.6677463
Barbados,BRB,2013,10.835293
Barbados,BRB,2014,3.6035907
Barbados,BRB,2020,103.311676
Belarus,BLR,2000,96.91425
Belarus,BLR,2001,91.165634
Belarus,BLR,2002,88.304436
Belarus,BLR,2003,107.49184
Belarus,BLR,2004,106.50306
Belarus,BLR,2005,117.3609
Belarus,BLR,2006,120.30745
Belarus,BLR,2007,142.98814
Belarus,BLR,2008,154.27322
Belarus,BLR,2009,179.6528
Belarus,BLR,2010,180.7546
Belarus,BLR,2011,177.70712
Belarus,BLR,2012,173.41063
Belarus,BLR,2013,153.64545
Belarus,BLR,2014,67.259895
Belarus,BLR,2015,55.97587
Belarus,BLR,2016,46.868027
Belarus,BLR,2017,44.70598
Belarus,BLR,2018,46.722355
Belarus,BLR,2019,30.80431
Belarus,BLR,2020,32.905167
Belgium,BEL,2000,56.213978
Belgium,BEL,2001,55.387157
Belgium,BEL,2002,58.036404
Belgium,BEL,2003,49.891613
Belgium,BEL,2004,49.157608
Belgium,BEL,2005,49.158604
Belgium,BEL,2006,46.3008
Belgium,BEL,2007,42.61431
Belgium,BEL,2008,53.604458
Belgium,BEL,2009,61.93666
Belgium,BEL,2010,56.996044
Belgium,BEL,2011,58.05175
Belgium,BEL,2012,68.44261
Belgium,BEL,2013,64.3955
Belgium,BEL,2014,79.54028
Belgium,BEL,2015,84.36826
Belgium,BEL,2016,93.13557
Belgium,BEL,2017,87.926636
Belgium,BEL,2018,77.91347
Belgium,BEL,2019,76.10397
Belgium,BEL,2020,74.556404
Belize,BLZ,2006,3.4632635
Bhutan,BTN,2012,4.159999
Bhutan,BTN,2013,4.1158023
Bhutan,BTN,2015,1.3453808
Bhutan,BTN,2016,5.335012
Bhutan,BTN,2018,1.3121569
Bhutan,BTN,2019,1.3029876
Bolivia,BOL,2014,0.824403
Bolivia,BOL,2016,1.065434
Bolivia,BOL,2017,5.159356
Bosnia and Herzegovina,BIH,2000,7.4174123
Bosnia and Herzegovina,BIH,2001,12.395884
Bosnia and Herzegovina,BIH,2003,7.648626
Bosnia and Herzegovina,BIH,2004,12.068963
Bosnia and Herzegovina,BIH,2005,16.119984
Bosnia and Herzegovina,BIH,2006,13.553187
Bosnia and Herzegovina,BIH,2008,14.961746
Bosnia and Herzegovina,BIH,2010,14.693948
Bosnia and Herzegovina,BIH,2011,11.487672
Bosnia and Herzegovina,BIH,2012,0.5443101
Bosnia and Herzegovina,BIH,2013,1.9350038
Bosnia and Herzegovina,BIH,2014,11.481153
Bosnia and Herzegovina,BIH,2016,17.2365
Bosnia and Herzegovina,BIH,2017,25.290514
Bosnia and Herzegovina,BIH,2018,24.704924
Bosnia and Herzegovina,BIH,2019,13.389996
Bosnia and Herzegovina,BIH,2020,15.067457
Botswana,BWA,2011,0.46859413
Botswana,BWA,2012,2.2983973
Botswana,BWA,2013,3.608016
Botswana,BWA,2014,1.7696116
Botswana,BWA,2015,1.3014185
Botswana,BWA,2016,0.42509434
Botswana,BWA,2017,1.2490382
Botswana,BWA,2019,0.8000944
Botswana,BWA,2020,0.7854213
Brazil,BRA,2000,18.07547
Brazil,BRA,2001,19.297255
Brazil,BRA,2002,19.28781
Brazil,BRA,2003,21.168566
Brazil,BRA,2004,21.892351
Brazil,BRA,2005,21.702663
Brazil,BRA,2006,20.951094
Brazil,BRA,2007,21.9835
Brazil,BRA,2008,22.21388
Brazil,BRA,2009,21.956888
Brazil,BRA,2010,21.532593
Brazil,BRA,2011,23.68995
Brazil,BRA,2012,23.992674
Brazil,BRA,2013,24.583364
Brazil,BRA,2014,22.89889
Brazil,BRA,2015,22.61826
Brazil,BRA,2016,25.137825
Brazil,BRA,2017,26.282349
Brazil,BRA,2018,23.695488
Brazil,BRA,2019,25.800009
Brazil,BRA,2020,24.765907
Brunei,BRN,2012,49.183914
Brunei,BRN,2013,48.57859
Brunei,BRN,2014,62.3995
Brunei,BRN,2016,37.558598
Brunei,BRN,2017,18.592112
Brunei,BRN,2018,59.868793
Brunei,BRN,2019,18.262423
Brunei,BRN,2020,11.318978
Bulgaria,BGR,2000,28.52664
Bulgaria,BGR,2001,35.221508
Bulgaria,BGR,2002,36.239136
Bulgaria,BGR,2003,35.111008
Bulgaria,BGR,2004,33.437954
Bulgaria,BGR,2005,33.39637
Bulgaria,BGR,2006,31.29008
Bulgaria,BGR,2007,27.335024
Bulgaria,BGR,2008,32.443367
Bulgaria,BGR,2009,31.697227
Bulgaria,BGR,2010,32.006233
Bulgaria,BGR,2011,34.7336
Bulgaria,BGR,2012,32.717503
Bulgaria,BGR,2013,37.94827
Bulgaria,BGR,2014,29.570782
Bulgaria,BGR,2015,38.3076
Bulgaria,BGR,2016,31.74173
Bulgaria,BGR,2017,28.124186
Bulgaria,BGR,2018,25.290049
Bulgaria,BGR,2019,26.373491
Bulgaria,BGR,2020,34.244705
Burkina Faso,BFA,2000,0.16830914
Burkina Faso,BFA,2003,0.07674244
Burkina Faso,BFA,2004,0.14874333
Burkina Faso,BFA,2005,0.07206618
Burkina Faso,BFA,2010,0.12409372
Burundi,BDI,2017,0.26892343
Burundi,BDI,2018,0.17401177
Burundi,BDI,2020,0.16366306
Cambodia,KHM,2013,0.06666804
Cambodia,KHM,2014,0.13148537
Cambodia,KHM,2016,0.19200508
Cambodia,KHM,2018,0.062401555
Canada,CAN,2000,136.45853
Canada,CAN,2001,127.82729
Canada,CAN,2002,126.395164
Canada,CAN,2003,124.258934
Canada,CAN,2004,163.92122
Canada,CAN,2005,160.88322
Canada,CAN,2006,169.74127
Canada,CAN,2007,152.08844
Canada,CAN,2008,152.35468
Canada,CAN,2009,150.83087
Canada,CAN,2010,133.96768
Canada,CAN,2011,138.50554
Canada,CAN,2012,135.73782
Canada,CAN,2013,130.24867
Canada,CAN,2014,118.57211
Canada,CAN,2015,119.69623
Canada,CAN,2016,112.92166
Canada,CAN,2017,110.876015
Canada,CAN,2018,117.428635
Canada,CAN,2019,112.94531
Canada,CAN,2020,117.50204
Cape Verde,CPV,2016,3.5816684
Cape Verde,CPV,2017,3.5400798
Cape Verde,CPV,2018,5.252018
Cape Verde,CPV,2020,1.716308
Chile,CHL,2000,15.698482
Chile,CHL,2001,15.846458
Chile,CHL,2002,24.9143
Chile,CHL,2003,20.745169
Chile,CHL,2004,23.84822
Chile,CHL,2005,22.317959
Chile,CHL,2006,17.814974
Chile,CHL,2007,24.430841
Chile,CHL,2008,31.869951
Chile,CHL,2009,20.376097
Chile,CHL,2010,19.28939
Chile,CHL,2011,19.739637
Chile,CHL,2012,19.375185
Chile,CHL,2013,19.417559
Chile,CHL,2014,25.555336
Chile,CHL,2015,24.789982
Chile,CHL,2016,21.344976
Chile,CHL,2017,23.137333
Chile,CHL,2018,21.709545
Chile,CHL,2019,23.004826
Chile,CHL,2020,19.274294
China,CHN,2000,20.050644
China,CHN,2001,23.601057
China,CHN,2002,31.075954
China,CHN,2003,44.045444
China,CHN,2004,50.728832
China,CHN,2005,71.64219
China,CHN,2006,93.15303
China,CHN,2007,115.82177
China,CHN,2008,146.28162
China,CHN,2009,171.0788
China,CHN,2010,217.37715
China,CHN,2011,306.411
China,CHN,2012,391.72278
China,CHN,2013,512.27075
China,CHN,2014,578.3576
China,CHN,2015,694.7272
China,CHN,2016,859.5405
China,CHN,2017,883.30865
China,CHN,2018,983.5898
China,CHN,2019,874.604
China,CHN,2020,943.7777
Colombia,COL,2000,1.9125268
Colombia,COL,2001,1.6316131
Colombia,COL,2002,1.3348476
Colombia,COL,2003,1.9971899
Colombia,COL,2004,1.8248056
Colombia,COL,2005,2.3448079
Colombia,COL,2006,3.319858
Colombia,COL,2007,2.95567
Colombia,COL,2008,2.8757067
Colombia,COL,2009,2.888483
Colombia,COL,2010,2.9676833
Colombia,COL,2011,4.038942
Colombia,COL,2012,4.652441
Colombia,COL,2013,5.428444
Colombia,COL,2014,5.5700827
Colombia,COL,2015,6.8124332
Colombia,COL,2016,11.443339
Colombia,COL,2017,12.305676
Colombia,COL,2018,8.421784
Colombia,COL,2019,8.408484
Colombia,COL,2020,7.2451453
Costa Rica,CRI,2000,7.0366096
Costa Rica,CRI,2001,5.181062
Costa Rica,CRI,2002,5.5789657
Costa Rica,CRI,2003,7.8785105
Costa Rica,CRI,2004,6.113615
Costa Rica,CRI,2005,3.938929
Costa Rica,CRI,2006,5.0249305
Costa Rica,CRI,2007,4.5044813
Costa Rica,CRI,2008,5.3310575
Costa Rica,CRI,2009,3.5063643
Costa Rica,CRI,2010,1.7307588
Costa Rica,CRI,2011,2.777821
Costa Rica,CRI,2012,1.9000999
Costa Rica,CRI,2013,3.7566202
Costa Rica,CRI,2014,3.096427
Costa Rica,CRI,2015,3.4727607
Costa Rica,CRI,2016,1.8199447
Costa Rica,CRI,2017,3.8046806
Costa Rica,CRI,2018,1.5870692
Costa Rica,CRI,2019,3.146802
Costa Rica,CRI,2020,2.3423285
Cote d'Ivoire,CIV,2012,1.1812432
Croatia,HRV,2000,74.09137
Croatia,HRV,2001,80.323784
Croatia,HRV,2002,73.16735
Croatia,HRV,2003,86.74911
Croatia,HRV,2004,86.64632
Croatia,HRV,2005,81.9471
Croatia,HRV,2006,71.75904
Croatia,HRV,2007,78.083466
Croatia,HRV,2008,75.10812
Croatia,HRV,2009,57.049725
Croatia,HRV,2010,58.82784
Croatia,HRV,2011,52.85123
Croatia,HRV,2012,50.097054
Croatia,HRV,2013,53.378464
Croatia,HRV,2014,39.682835
Croatia,HRV,2015,39.71965
Croatia,HRV,2016,41.432396
Croatia,HRV,2017,35.301403
Croatia,HRV,2018,29.083126
Croatia,HRV,2019,47.218365
Croatia,HRV,2020,28.558372
Cuba,CUB,2005,9.336559
Cuba,CUB,2006,8.347664
Cuba,CUB,2007,6.566169
Cuba,CUB,2008,6.1188617
Cuba,CUB,2009,5.2290206
Cuba,CUB,2011,5.4873505
Cuba,CUB,2012,3.3600688
Cuba,CUB,2013,2.3848255
Cuba,CUB,2014,2.1178906
Cuba,CUB,2016,2.821369
Cuba,CUB,2017,2.5581303
Cuba,CUB,2018,2.5599732
Cuba,CUB,2019,2.3858547
Cuba,CUB,2020,2.9201744
Cyprus,CYP,2003,11.995742
Cyprus,CYP,2004,8.834893
Cyprus,CYP,2005,19.2851
Cyprus,CYP,2007,2.7936213
Cyprus,CYP,2008,10.069553
Cyprus,CYP,2009,5.400642
Cyprus,CYP,2010,3.540785
Cyprus,CYP,2012,3.4585443
Cyprus,CYP,2013,1.7138371
Cyprus,CYP,2014,3.3984795
Cyprus,CYP,2015,5.053542
Cyprus,CYP,2016,2.5044057
Cyprus,CYP,2017,6.619629
Cyprus,CYP,2018,3.281825
Cyprus,CYP,2019,3.2551024
Cyprus,CYP,2020,1.6161094
Czechia,CZE,2000,54.227222
Czechia,CZE,2001,55.52149
Czechia,CZE,2002,51.37637
Czechia,CZE,2003,60.987278
Czechia,CZE,2004,60.715313
Czechia,CZE,2005,57.003216
Czechia,CZE,2006,62.203888
Czechia,CZE,2007,69.26018
Czechia,CZE,2008,68.60279
Czechia,CZE,2009,75.70876
Czechia,CZE,2010,82.94512
Czechia,CZE,2011,74.59715
Czechia,CZE,2012,82.484505
Czechia,CZE,2013,93.58463
Czechia,CZE,2014,86.52511
Czechia,CZE,2015,83.61998
Czechia,CZE,2016,75.230934
Czechia,CZE,2017,75.394196
Czechia,CZE,2018,64.35936
Czechia,CZE,2019,72.602165
Czechia,CZE,2020,63.90686
Democratic Republic of Congo,COD,2018,0.50523984
Democratic Republic of Congo,COD,2019,0.4671499
Democratic Republic of Congo,COD,2020,0.7754178
Denmark,DNK,2000,323.92987
Denmark,DNK,2001,327.75247
Denmark,DNK,2002,337.44214
Denmark,DNK,2003,328.3698
Denmark,DNK,2004,346.5924
Denmark,DNK,2005,304.98605
Denmark,DNK,2006,275.3825
Denmark,DNK,2007,302.9351
Denmark,DNK,2008,296.94232
Denmark,DNK,2009,274.6788
Denmark,DNK,2010,292.9281
Denmark,DNK,2011,282.2804
Denmark,DNK,2012,251.02863
Denmark,DNK,2013,238.38335
Denmark,DNK,2014,243.68861
Denmark,DNK,2015,257.49432
Denmark,DNK,2016,271.95358
Denmark,DNK,2017,259.70468
Denmark,DNK,2018,218.84308
Denmark,DNK,2019,233.09665
Denmark,DNK,2020,216.45699
Djibouti,DJI,2013,1.0290596
Dominican Republic,DOM,2000,0.5854259
Dominican Republic,DOM,2001,1.2688836
Dominican Republic,DOM,2002,1.2506958
Dominican Republic,DOM,2003,2.0179696
Dominican Republic,DOM,2004,2.6539469
Dominican Republic,DOM,2005,0.8729079
Dominican Republic,DOM,2006,1.6156535
Dominican Republic,DOM,2007,3.6161714
Dominican Republic,DOM,2008,0.8400755
Dominican Republic,DOM,2009,1.7620121
Dominican Republic,DOM,2010,1.5344082
Dominican Republic,DOM,2011,1.5145789
Dominican Republic,DOM,2012,1.8941499
Dominican Republic,DOM,2013,1.1814449
Dominican Republic,DOM,2014,1.5560999
Dominican Republic,DOM,2015,2.402499
Dominican Republic,DOM,2016,2.6596782
Dominican Republic,DOM,2017,1.8784199
Dominican Republic,DOM,2018,1.5791138
Dominican Republic,DOM,2019,2.1136043
Dominican Republic,DOM,2020,0.90911835
Ecuador,ECU,2000,0.79198444
Ecuador,ECU,2001,0.54493695
Ecuador,ECU,2002,0.99459726
Ecuador,ECU,2003,0.5262688
Ecuador,ECU,2004,1.034386
Ecuador,ECU,2005,0.7988372
Ecuador,ECU,2006,0.57105887
Ecuador,ECU,2007,0.28066555
Ecuador,ECU,2008,0.13796148
Ecuador,ECU,2009,0.4069792
Ecuador,ECU,2010,0.26685202
Ecuador,ECU,2013,0.44520798
Ecuador,ECU,2014,1.5039483
Ecuador,ECU,2015,1.2348801
Ecuador,ECU,2016,2.737295
Ecuador,ECU,2017,0.958259
Ecuador,ECU,2018,1.998158
Ecuador,ECU,2019,1.6720729
Ecuador,ECU,2020,1.8762157
Egypt,EGY,2000,7.481992
Egypt,EGY,2001,6.36888
Egypt,EGY,2002,8.428126
Egypt,EGY,2003,6.4899735
Egypt,EGY,2004,4.9276066
Egypt,EGY,2005,5.4125614
Egypt,EGY,2007,6.27594
Egypt,EGY,2008,5.736791
Egypt,EGY,2009,5.7309227
Egypt,EGY,2010,6.9339056
Egypt,EGY,2011,6.928247
Egypt,EGY,2012,7.48572
Egypt,EGY,2013,6.8645797
Egypt,EGY,2014,7.86674
Egypt,EGY,2015,7.3472385
Egypt,EGY,2016,9.219913
Egypt,EGY,2017,10.069813
Egypt,EGY,2018,9.610494
Egypt,EGY,2019,9.7236595
Egypt,EGY,2020,9.100627
El Salvador,SLV,2015,1.1234022
El Salvador,SLV,2016,0.6399475
El Salvador,SLV,2017,0.63829845
El Salvador,SLV,2018,0.4779856
El Salvador,SLV,2019,0.15923004
El Salvador,SLV,2020,0.63565373
Estonia,EST,2000,9.306448
Estonia,EST,2001,12.9683
Estonia,EST,2002,13.775693
Estonia,EST,2003,13.132331
Estonia,EST,2004,19.816673
Estonia,EST,2005,16.978367
Estonia,EST,2006,26.731792
Estonia,EST,2007,32.821712
Estonia,EST,2008,46.372025
Estonia,EST,2009,56.947735
Estonia,EST,2010,63.085087
Estonia,EST,2011,46.70662
Estonia,EST,2012,15.120792
Estonia,EST,2013,18.96835
Estonia,EST,2014,33.472015
Estonia,EST,2015,22.819624
Estonia,EST,2016,22.03768
Estonia,EST,2017,28.082426
Estonia,EST,2018,18.152308
Estonia,EST,2019,23.360277
Estonia,EST,2020,15.796018
Ethiopia,ETH,2000,0.04475483
Ethiopia,ETH,2002,0.014069997
Ethiopia,ETH,2003,0.041001055
Ethiopia,ETH,2004,0.013280032
Ethiopia,ETH,2005,0.0129082315
Ethiopia,ETH,2006,0.0627423
Ethiopia,ETH,2007,0.14634827
Ethiopia,ETH,2011,0.043564472
Ethiopia,ETH,2013,0.010300319
Ethiopia,ETH,2014,0.020050775
Ethiopia,ETH,2015,0.17565791
Ethiopia,ETH,2016,0.094972864
Ethiopia,ETH,2017,0.12939247
Ethiopia,ETH,2018,0.1169807
Ethiopia,ETH,2020,0.051198505
Finland,FIN,2000,498.24118
Finland,FIN,2001,460.67786
Finland,FIN,2002,415.72223
Finland,FIN,2003,378.2857
Finland,FIN,2004,384.64902
Finland,FIN,2005,348.83255
Finland,FIN,2006,344.83746
Finland,FIN,2007,341.105
Finland,FIN,2008,338.5806
Finland,FIN,2009,338.27744
Finland,FIN,2010,322.7503
Finland,FIN,2011,306.22626
Finland,FIN,2012,313.63916
Finland,FIN,2013,293.44315
Finland,FIN,2014,259.82178
Finland,FIN,2015,235.2423
Finland,FIN,2016,229.29031
Finland,FIN,2017,252.35352
Finland,FIN,2018,251.47472
Finland,FIN,2019,239.24489
Finland,FIN,2020,287.18857
France,FRA,2000,236.42534
France,FRA,2001,228.73932
France,FRA,2002,227.69691
France,FRA,2003,226.20782
France,FRA,2004,236.73882
France,FRA,2005,236.77046
France,FRA,2006,238.49643
France,FRA,2007,240.04808
France,FRA,2008,237.48804
France,FRA,2009,227.07764
France,FRA,2010,236.17747
France,FRA,2011,233.4518
France,FRA,2012,230.53233
France,FRA,2013,231.94061
France,FRA,2014,228.02867
France,FRA,2015,224.19765
France,FRA,2016,222.0058
France,FRA,2017,224.72841
France,FRA,2018,222.51846
France,FRA,2019,218.9915
France,FRA,2020,198.06125
Georgia,GEO,2000,54.394016
Georgia,GEO,2001,61.286263
Georgia,GEO,2002,47.769993
Georgia,GEO,2003,48.53371
Georgia,GEO,2004,62.423836
Georgia,GEO,2005,56.801212
Georgia,GEO,2006,59.991875
Georgia,GEO,2007,63.484325
Georgia,GEO,2008,57.220905
Georgia,GEO,2009,66.40376
Georgia,GEO,2010,47.695576
Georgia,GEO,2011,36.109898
Georgia,GEO,2012,36.537045
Georgia,GEO,2013,30.110737
Georgia,GEO,2014,29.145002
Georgia,GEO,2015,26.252043
Georgia,GEO,2016,25.456682
Georgia,GEO,2017,19.883858
Georgia,GEO,2018,27.30413
Georgia,GEO,2019,22.541552
Georgia,GEO,2020,21.508734
Germany,DEU,2000,634.39526
Germany,DEU,2001,613.2523
Germany,DEU,2002,584.43024
Germany,DEU,2003,587.82886
Germany,DEU,2004,596.16077
Germany,DEU,2005,595.5635
Germany,DEU,2006,591.4424
Germany,DEU,2007,589.44
Germany,DEU,2008,606.2734
Germany,DEU,2009,588.95685
Germany,DEU,2010,578.5054
Germany,DEU,2011,577.0578
Germany,DEU,2012,571.7049
Germany,DEU,2013,579.7338
Germany,DEU,2014,588.25665
Germany,DEU,2015,577.3381
Germany,DEU,2016,588.83954
Germany,DEU,2017,578.3403
Germany,DEU,2018,562.3505
Germany,DEU,2019,560.8303
Germany,DEU,2020,507.14642
Ghana,GHA,2016,0.47370437
Ghana,GHA,2017,0.4963228
Ghana,GHA,2018,0.421112
Ghana,GHA,2020,0.37289777
Greece,GRC,2000,27.722132
Greece,GRC,2001,34.771828
Greece,GRC,2002,33.884193
Greece,GRC,2003,35.371983
Greece,GRC,2004,34.097794
Greece,GRC,2005,41.57125
Greece,GRC,2006,47.901615
Greece,GRC,2007,51.84154
Greece,GRC,2008,56.71135
Greece,GRC,2009,63.13598
Greece,GRC,2010,65.97918
Greece,GRC,2011,65.51728
Greece,GRC,2012,57.28028
Greece,GRC,2013,63.95162
Greece,GRC,2014,59.928352
Greece,GRC,2015,50.894615
Greece,GRC,2016,56.373447
Greece,GRC,2017,46.57588
Greece,GRC,2018,40.439095
Greece,GRC,2019,33.667404
Greece,GRC,2020,38.05091
Grenada,GRD,2020,16.17181
Guatemala,GTM,2000,4.601269
